member_id;visit_date;age;gender;membership_type;workout_type;workout_duration_minutes;calories_burned;check_in_time;attendance_status
747;08.02.2024;48;;Quarterly;CrossFit;55;485;7:52:00;Present
748;17.06.2024;47;;Monthly;Cardio;80;481;19:30:00;Absent
749;13.12.2024;28;;Annual;Strength Training;48;314;9:06:00;Absent
750;12.08.2024;28;;Annual;Yoga;44;293;22:46:00;Absent
751;06.06.2024;40;Male;Annual;HIIT;21;109;5:24:00;Present
752;03.10.2024;51;Male;Annual;Yoga;71;667;18:06:00;Absent
753;13.10.2024;38;Female;Monthly;Strength Training;54;439;5:56:00;Present
754;05.03.2024;45;Female;Quarterly;Strength Training;32;181;20:28:00;Absent
755;29.05.2024;26;Female;Monthly;CrossFit;53;480;14:02:00;Absent
756;24.02.2024;54;Female;Annual;CrossFit;37;286;7:04:00;Present
757;24.09.2024;45;Female;Annual;Strength Training;52;264;6:50:00;Absent
758;17.02.2024;21;Male;Annual;Cardio;116;1059;12:14:00;Absent
759;10.05.2024;43;;Annual;HIIT;91;762;15:57:00;Present
760;30.01.2024;49;Male;Quarterly;Yoga;103;591;18:28:00;Absent
761;18.07.2024;28;Male;Annual;Yoga;63;447;20:52:00;Absent
762;29.07.2024;35;;Annual;Yoga;80;677;18:08:00;Present
763;10.02.2024;54;Male;Annual;Cardio;44;319;12:45:00;Absent
764;15.02.2024;40;;Monthly;CrossFit;95;774;17:10:00;Absent
765;22.02.2024;19;Male;Annual;Strength Training;38;333;9:27:00;Present
766;31.07.2024;35;Male;Annual;Cardio;23;171;10:12:00;Present
767;08.07.2024;24;;Annual;Cardio;105;803;11:48:00;Present
768;07.10.2024;25;Female;Quarterly;HIIT;72;476;8:01:00;Present
769;07.06.2024;27;Male;Monthly;Strength Training;66;348;6:17:00;Absent
770;12.11.2024;42;Female;Annual;CrossFit;84;507;8:10:00;Absent
771;24.02.2024;22;Male;Quarterly;HIIT;79;694;17:56:00;Absent
772;31.05.2024;43;Female;Quarterly;Cardio;92;483;12:13:00;Present
773;16.10.2024;42;Female;Annual;Yoga;94;563;7:49:00;Present
774;05.03.2024;27;Male;Quarterly;Cardio;52;501;11:57:00;Absent
775;03.09.2024;32;Male;Quarterly;Strength Training;69;685;7:46:00;Present
776;19.11.2024;53;Female;Annual;Yoga;93;860;21:08:00;Absent
777;11.11.2024;49;Male;Quarterly;CrossFit;120;1093;12:04:00;Present
778;15.09.2024;45;;Annual;Yoga;116;693;7:08:00;Present
779;06.01.2024;41;Male;Annual;Strength Training;58;538;9:18:00;Present
780;02.12.2024;23;Male;Annual;Strength Training;87;475;13:42:00;Absent
781;28.10.2024;22;Male;Monthly;Strength Training;79;652;9:52:00;Present
782;26.06.2024;34;Female;Annual;HIIT;49;256;5:21:00;Present
783;26.03.2024;51;Male;Quarterly;Yoga;118;717;10:45:00;Present
784;13.11.2024;29;;Annual;HIIT;25;242;14:15:00;Absent
785;31.05.2024;50;;Annual;Cardio;106;1025;17:41:00;Present
786;13.08.2024;57;Male;Monthly;Yoga;22;160;12:44:00;Absent
787;05.10.2024;25;Male;Annual;HIIT;59;340;8:36:00;Absent
788;30.03.2024;33;Female;Quarterly;Strength Training;82;703;20:11:00;Present
789;08.01.2024;18;Male;Quarterly;CrossFit;43;420;8:46:00;Present
790;03.07.2024;37;Female;Quarterly;Cardio;111;676;8:54:00;Absent
791;27.01.2024;24;;Quarterly;Cardio;60;410;22:17:00;Absent
792;12.10.2024;29;Female;Quarterly;Strength Training;80;421;15:47:00;Absent
793;13.02.2024;41;;Quarterly;Yoga;82;604;5:16:00;Present
794;30.08.2024;44;Female;Annual;Cardio;42;268;18:04:00;Absent
795;29.10.2024;40;Female;Annual;Yoga;21;173;12:46:00;Present
796;05.10.2024;46;Female;Monthly;CrossFit;71;640;9:12:00;Present
797;05.09.2024;33;;Quarterly;HIIT;49;357;17:30:00;Present
798;07.10.2024;53;Male;Annual;HIIT;95;784;19:24:00;Absent
799;29.03.2024;35;Female;Monthly;Cardio;54;406;11:13:00;Present
800;14.08.2024;57;;Annual;CrossFit;74;386;10:31:00;Present
801;10.08.2024;52;;Annual;Strength Training;83;803;21:21:00;Present
802;24.08.2024;41;Female;Annual;Cardio;85;703;8:25:00;Absent
803;29.09.2024;59;Female;Quarterly;Yoga;44;375;22:19:00;Absent
804;12.09.2024;40;;Monthly;CrossFit;106;806;8:36:00;Absent
805;20.09.2024;39;Female;Quarterly;Strength Training;54;502;11:58:00;Present
806;30.11.2024;29;;Quarterly;Strength Training;44;334;21:25:00;Absent
807;17.04.2024;51;Female;Annual;Cardio;103;715;14:33:00;Present
808;17.08.2024;39;;Quarterly;Yoga;45;385;22:57:00;Absent
809;30.05.2024;31;Female;Quarterly;CrossFit;108;1011;8:58:00;Absent
810;02.01.2024;32;Male;Annual;Yoga;28;145;9:12:00;Present
811;22.12.2024;44;;Quarterly;Cardio;61;370;20:47:00;Absent
812;08.11.2024;56;Male;Annual;Yoga;20;148;21:38:00;Present
813;09.11.2024;23;Male;Monthly;Cardio;109;722;22:11:00;Present
814;01.11.2024;37;Female;Annual;HIIT;102;723;7:30:00;Present
815;31.08.2024;19;Male;Quarterly;Strength Training;68;376;22:28:00;Absent
816;19.04.2024;24;Male;Annual;HIIT;86;548;21:20:00;Present
817;10.07.2024;33;Male;Annual;Yoga;22;145;21:15:00;Absent
818;06.05.2024;28;;Quarterly;HIIT;91;765;20:05:00;Present
819;03.07.2024;20;Male;Annual;Cardio;108;679;10:13:00;Absent
820;07.02.2024;44;Female;Quarterly;Cardio;39;206;6:47:00;Present
821;17.10.2024;39;Female;Annual;Cardio;110;612;11:08:00;Absent
822;29.01.2024;25;Male;Quarterly;HIIT;33;193;8:40:00;Present
823;25.06.2024;41;Male;Quarterly;Cardio;103;847;18:54:00;Present
824;01.04.2024;31;Female;Quarterly;CrossFit;68;354;10:30:00;Absent
825;19.10.2024;23;Male;Monthly;HIIT;40;221;16:20:00;Absent
826;21.10.2024;30;Female;Quarterly;HIIT;112;911;20:03:00;Absent
827;18.09.2024;56;;Quarterly;Yoga;58;485;10:43:00;Present
828;23.10.2024;47;Male;Quarterly;Strength Training;114;1078;18:22:00;Absent
829;25.11.2024;41;Female;Annual;CrossFit;39;196;18:54:00;Present
830;16.10.2024;29;Female;Quarterly;CrossFit;95;637;19:16:00;Present
831;05.03.2024;31;;Quarterly;Cardio;103;1003;7:05:00;Present
832;28.04.2024;43;;Annual;Yoga;39;357;15:01:00;Absent
833;16.01.2024;23;Male;Annual;CrossFit;110;678;15:30:00;Absent
834;27.09.2024;40;;Quarterly;Cardio;23;173;10:42:00;Present
835;29.08.2024;49;Female;Quarterly;Strength Training;76;533;18:49:00;Present
836;10.10.2024;25;Female;Quarterly;Cardio;44;354;10:45:00;Present
837;01.03.2024;31;Male;Quarterly;CrossFit;42;410;10:32:00;Absent
838;04.04.2024;35;;Monthly;Strength Training;72;643;9:40:00;Present
839;23.09.2024;46;;Annual;CrossFit;100;665;20:49:00;Absent
840;10.02.2024;63;Female;Annual;Yoga;62;611;8:12:00;Absent
841;10.05.2024;31;Female;Monthly;Strength Training;109;897;7:01:00;Present
842;01.05.2024;41;Female;Monthly;Yoga;113;647;8:05:00;Absent
843;04.08.2024;32;Male;Quarterly;HIIT;72;673;10:44:00;Absent
844;11.08.2024;22;Male;Annual;HIIT;88;600;19:30:00;Present
845;06.09.2024;47;Female;Quarterly;Yoga;65;550;12:32:00;Present
846;10.11.2024;21;Female;Annual;CrossFit;25;201;9:31:00;Present
847;15.03.2024;40;;Quarterly;CrossFit;93;908;20:47:00;Present
848;03.10.2024;46;Female;Quarterly;Cardio;70;684;21:57:00;Present
849;21.02.2024;46;Male;Annual;CrossFit;80;440;8:22:00;Present
850;03.04.2024;64;Male;Annual;Yoga;25;183;14:00:00;Absent
851;07.04.2024;34;;Annual;CrossFit;38;288;12:50:00;Present
852;09.11.2024;38;Female;Annual;Cardio;64;500;12:36:00;Present
853;18.07.2024;27;Female;Annual;HIIT;87;626;6:31:00;Present
854;20.12.2024;22;;Quarterly;CrossFit;119;1072;10:18:00;Present
855;12.12.2024;22;Male;Annual;Cardio;92;567;14:05:00;Present
856;03.12.2024;32;Male;Annual;CrossFit;61;571;11:05:00;Present
857;14.02.2024;25;Male;Quarterly;CrossFit;27;176;14:41:00;Absent
858;12.01.2024;21;Female;Quarterly;HIIT;31;296;13:00:00;Present
859;31.10.2024;49;Female;Annual;Cardio;31;207;22:45:00;Absent
860;01.07.2024;49;Male;Annual;Strength Training;101;612;8:31:00;Absent
861;10.02.2024;44;Female;Annual;Yoga;23;211;12:54:00;Present
862;25.08.2024;32;Male;Annual;Cardio;111;603;5:58:00;Present
863;12.06.2024;32;Male;Annual;CrossFit;72;400;19:04:00;Absent
864;07.05.2024;36;Female;Quarterly;CrossFit;24;175;20:04:00;Absent
865;23.07.2024;25;;Monthly;HIIT;106;915;13:06:00;Absent
866;14.03.2024;29;Male;Monthly;Cardio;50;485;9:06:00;Present
867;11.11.2024;29;Male;Annual;HIIT;95;576;18:11:00;Present
868;17.06.2024;31;Male;Annual;Cardio;104;807;6:13:00;Present
869;24.10.2024;44;Female;Quarterly;HIIT;116;1018;11:04:00;Absent
870;02.01.2024;35;Male;Annual;CrossFit;23;206;22:25:00;Absent
871;18.02.2024;26;Male;Annual;Strength Training;42;235;20:49:00;Absent
872;06.12.2024;60;;Annual;Yoga;36;325;17:31:00;Absent
873;06.02.2024;24;;Annual;CrossFit;77;607;10:47:00;Absent
874;01.07.2024;58;;Quarterly;Yoga;93;471;10:51:00;Present
875;07.03.2024;29;Male;Annual;Cardio;44;221;12:49:00;Present
876;01.07.2024;18;Female;Quarterly;Strength Training;98;898;17:05:00;Present
877;03.09.2024;48;Male;Quarterly;Yoga;40;236;19:43:00;Present
878;08.06.2024;49;Male;Annual;Cardio;89;577;16:09:00;Present
879;01.08.2024;43;Female;Quarterly;Strength Training;110;723;10:17:00;Present
880;20.06.2024;37;Female;Quarterly;Strength Training;81;602;6:46:00;Absent
881;13.05.2024;25;Male;Annual;CrossFit;63;514;12:21:00;Absent
882;21.07.2024;23;Male;Annual;Strength Training;57;359;20:18:00;Absent
883;14.09.2024;33;Female;Annual;Strength Training;96;807;10:45:00;Absent
884;29.10.2024;37;;Quarterly;CrossFit;109;807;9:40:00;Present
885;16.09.2024;37;Male;Monthly;CrossFit;108;619;12:23:00;Absent
886;06.11.2024;46;Female;Annual;CrossFit;101;909;5:00:00;Absent
887;06.03.2024;23;Male;Quarterly;CrossFit;37;295;14:29:00;Present
888;02.12.2024;37;Male;Quarterly;HIIT;42;318;20:47:00;Absent
889;06.08.2024;25;;Annual;Strength Training;84;609;17:54:00;Present
890;08.03.2024;23;;Annual;Strength Training;59;443;20:52:00;Absent
891;10.10.2024;37;;Quarterly;Strength Training;105;611;6:24:00;Present
892;30.12.2024;29;Male;Annual;HIIT;26;189;15:05:00;Present
893;03.09.2024;47;;Monthly;Yoga;31;232;10:08:00;Absent
894;21.02.2024;61;Female;Quarterly;Yoga;86;562;10:33:00;Present
895;03.03.2024;25;Male;Monthly;Strength Training;73;578;20:11:00;Absent
896;04.11.2024;25;;Quarterly;HIIT;22;163;20:52:00;Absent
897;11.06.2024;54;Female;Quarterly;Yoga;54;369;5:27:00;Present
898;24.10.2024;49;Female;Annual;CrossFit;82;753;16:36:00;Absent
899;11.06.2024;34;;Quarterly;Strength Training;34;222;14:41:00;Present
900;27.03.2024;33;Female;Quarterly;Cardio;20;104;11:15:00;Absent
901;18.11.2024;28;Female;Annual;HIIT;30;239;6:34:00;Absent
902;01.09.2024;35;;Annual;HIIT;100;805;7:16:00;Absent
903;16.02.2024;25;Male;Monthly;CrossFit;20;109;12:38:00;Present
904;24.01.2024;45;Female;Quarterly;Cardio;111;1004;16:31:00;Absent
905;13.05.2024;34;;Quarterly;Cardio;112;706;21:07:00;Present
906;02.11.2024;22;Male;Quarterly;Strength Training;76;534;10:44:00;Present
907;12.11.2024;30;;Monthly;HIIT;60;354;22:32:00;Present
908;15.04.2024;32;;Quarterly;CrossFit;26;199;17:29:00;Present
909;19.11.2024;41;;Annual;Strength Training;25;202;14:13:00;Absent
910;09.12.2024;23;;Monthly;Cardio;69;674;17:45:00;Absent
911;06.05.2024;37;Female;Monthly;Cardio;57;386;22:16:00;Present
912;01.02.2024;26;Female;Annual;Cardio;28;144;14:47:00;Absent
913;01.10.2024;21;;Annual;CrossFit;33;297;8:17:00;Absent
914;30.07.2024;31;Male;Annual;Yoga;45;252;13:21:00;Present
915;05.07.2024;62;Female;Annual;Strength Training;40;310;15:40:00;Absent
916;14.06.2024;45;;Quarterly;CrossFit;74;631;10:42:00;Absent
917;26.04.2024;37;Male;Annual;CrossFit;93;650;12:13:00;Present
918;15.09.2024;37;Male;Monthly;Cardio;63;429;19:27:00;Present
919;25.07.2024;29;Female;Annual;Strength Training;109;692;22:36:00;Absent
920;07.07.2024;39;;Annual;CrossFit;109;889;19:07:00;Present
921;05.08.2024;27;Male;Annual;Strength Training;74;431;22:33:00;Absent
922;19.01.2024;37;Female;Quarterly;Yoga;77;439;11:13:00;Present
923;14.02.2024;36;;Annual;Yoga;74;721;8:56:00;Absent
924;07.07.2024;65;Male;Annual;Yoga;43;241;11:28:00;Present
925;21.10.2024;25;;Quarterly;HIIT;73;640;5:22:00;Present
926;08.11.2024;42;Male;Quarterly;Yoga;36;248;22:17:00;Present
927;21.10.2024;46;Male;Annual;Cardio;84;765;5:52:00;Absent
928;25.06.2024;28;;Quarterly;CrossFit;84;490;16:12:00;Present
929;16.12.2024;34;Male;Annual;Strength Training;118;787;9:13:00;Absent
930;05.02.2024;39;Female;Annual;Strength Training;75;530;13:22:00;Present
931;23.09.2024;32;;Quarterly;Strength Training;117;826;16:47:00;Present
932;16.02.2024;48;Male;Monthly;HIIT;89;814;22:39:00;Present
933;26.01.2024;25;Male;Annual;Strength Training;32;269;13:23:00;Absent
934;19.09.2024;53;;Quarterly;HIIT;96;814;20:49:00;Present
935;26.07.2024;22;;Monthly;CrossFit;69;367;12:17:00;Absent
936;24.05.2024;37;;Annual;CrossFit;75;668;16:40:00;Present
937;05.01.2024;40;Male;Annual;Yoga;110;966;16:27:00;Present
938;10.10.2024;39;Female;Quarterly;Yoga;51;272;7:09:00;Present
939;06.05.2024;30;;Annual;HIIT;77;642;8:38:00;Absent
940;27.08.2024;18;Female;Monthly;Cardio;60;450;18:18:00;Present
941;09.04.2024;25;Female;Quarterly;CrossFit;27;239;6:44:00;Absent
942;02.09.2024;38;Male;Quarterly;Cardio;74;616;19:13:00;Absent
943;26.10.2024;28;Male;Annual;HIIT;51;504;21:25:00;Present
944;31.03.2024;33;Female;Monthly;CrossFit;54;305;5:53:00;Absent
945;10.10.2024;31;Female;Quarterly;Cardio;80;411;8:39:00;Absent
946;04.06.2024;62;Female;Annual;Yoga;37;197;6:13:00;Present
947;09.09.2024;62;;Quarterly;Yoga;39;230;7:42:00;Absent
948;17.01.2024;39;Female;Annual;Yoga;117;767;7:57:00;Present
949;10.01.2024;46;;Annual;CrossFit;97;698;11:41:00;Present
950;26.04.2024;31;Male;Quarterly;Yoga;86;498;17:29:00;Absent
951;18.04.2024;39;Female;Quarterly;Strength Training;54;503;19:16:00;Present
952;10.01.2024;38;Female;Annual;Cardio;48;336;11:44:00;Absent
953;15.05.2024;33;Female;Quarterly;CrossFit;99;628;10:58:00;Present
954;07.02.2024;29;;Quarterly;CrossFit;60;466;7:09:00;Absent
955;27.04.2024;52;;Quarterly;Yoga;63;410;19:07:00;Absent
956;30.05.2024;48;Male;Quarterly;Cardio;98;962;7:33:00;Present
957;05.08.2024;60;;Quarterly;Cardio;45;292;18:35:00;Absent
958;24.11.2024;51;Female;Annual;HIIT;39;202;11:37:00;Present
959;04.04.2024;34;Male;Annual;Strength Training;21;150;13:32:00;Present
960;29.05.2024;27;;Monthly;Strength Training;35;204;8:42:00;Present
961;15.09.2024;43;Male;Monthly;CrossFit;102;582;9:07:00;Present
962;15.01.2024;36;Female;Quarterly;Cardio;93;576;18:10:00;Present
963;01.04.2024;23;Male;Annual;Strength Training;80;765;9:32:00;Absent
964;25.08.2024;35;;Monthly;Yoga;68;370;13:27:00;Absent
965;29.09.2024;52;Female;Quarterly;Yoga;37;321;14:58:00;Absent
966;06.11.2024;35;;Annual;CrossFit;85;629;13:49:00;Absent
967;19.07.2024;24;;Quarterly;HIIT;96;628;19:32:00;Present
968;09.01.2024;22;Female;Annual;Cardio;37;365;18:38:00;Absent
969;05.10.2024;50;Male;Quarterly;HIIT;68;540;7:44:00;Present
970;08.02.2024;23;Male;Annual;CrossFit;81;490;9:46:00;Absent
971;12.09.2024;61;Female;Quarterly;Yoga;119;852;10:44:00;Absent
972;16.06.2024;36;Male;Annual;Yoga;65;640;21:35:00;Absent
973;23.12.2024;39;;Quarterly;CrossFit;24;206;17:29:00;Absent
974;12.10.2024;30;Female;Annual;Cardio;76;435;15:27:00;Present
975;22.01.2024;50;;Quarterly;Strength Training;102;535;8:00:00;Absent
976;09.02.2024;34;Female;Quarterly;HIIT;100;830;12:24:00;Absent
977;06.02.2024;43;;Monthly;HIIT;87;525;11:04:00;Present
978;24.09.2024;36;;Annual;Strength Training;58;340;18:41:00;Present
979;21.03.2024;18;Male;Quarterly;CrossFit;33;310;8:51:00;Present
980;27.11.2024;20;Male;Annual;Strength Training;61;450;21:29:00;Absent
981;12.09.2024;25;Male;Quarterly;Strength Training;23;195;7:57:00;Absent
982;20.10.2024;34;Female;Annual;Cardio;30;198;21:16:00;Present
983;11.05.2024;26;Female;Annual;Strength Training;85;589;19:14:00;Absent
984;07.01.2024;27;Male;Annual;CrossFit;89;459;17:15:00;Absent
985;06.04.2024;30;Female;Annual;Strength Training;57;503;8:40:00;Absent
986;17.08.2024;51;;Quarterly;Cardio;67;601;6:24:00;Absent
987;13.10.2024;34;;Annual;Yoga;27;167;18:12:00;Absent
988;27.02.2024;43;Female;Quarterly;Yoga;58;392;10:36:00;Absent
989;22.11.2024;45;Female;Monthly;Strength Training;50;383;7:27:00;Absent
990;07.02.2024;50;;Quarterly;CrossFit;62;542;14:25:00;Present
991;18.09.2024;24;;Annual;HIIT;73;665;8:01:00;Present
992;19.12.2024;50;Male;Quarterly;Strength Training;66;486;11:04:00;Present
993;21.07.2024;18;Male;Annual;Cardio;104;715;16:35:00;Absent
994;06.04.2024;47;Male;Annual;Yoga;88;700;21:46:00;Absent
995;29.08.2024;40;Female;Quarterly;Cardio;111;645;16:55:00;Absent
996;05.12.2024;34;Female;Annual;Yoga;63;375;10:05:00;Absent
997;14.06.2024;45;;Quarterly;Yoga;110;995;17:19:00;Present
998;13.01.2024;54;Female;Quarterly;HIIT;92;642;11:13:00;Present
999;06.01.2024;32;;Annual;HIIT;114;825;17:33:00;Absent
1000;25.05.2024;39;;Annual;CrossFit;111;591;15:30:00;Present
1001;05.04.2024;38;;Annual;Cardio;59;321;7:07:00;Absent
1002;22.11.2024;30;Female;Annual;HIIT;30;152;21:34:00;Absent
1003;08.09.2024;36;;Quarterly;HIIT;36;263;11:38:00;Absent
1004;21.12.2024;19;Female;Quarterly;HIIT;108;790;16:29:00;Present
1005;20.07.2024;67;Female;Quarterly;Yoga;114;961;14:34:00;Absent
1006;29.12.2024;29;Female;Quarterly;HIIT;37;327;7:03:00;Absent
1007;30.01.2024;28;Female;Quarterly;Cardio;42;415;16:18:00;Absent
1008;14.07.2024;42;;Annual;Strength Training;56;540;8:36:00;Present
1009;18.08.2024;48;Male;Annual;HIIT;108;834;21:40:00;Absent
1010;18.09.2024;49;;Annual;Cardio;22;110;22:59:00;Absent
1011;13.02.2024;21;Female;Quarterly;Strength Training;75;658;9:09:00;Present
1012;15.10.2024;31;;Quarterly;Yoga;35;294;8:12:00;Absent
1013;05.09.2024;51;Male;Annual;Cardio;55;320;12:35:00;Absent
1014;21.10.2024;34;Female;Quarterly;Cardio;94;891;7:21:00;Present
1015;12.10.2024;24;Male;Quarterly;Cardio;54;379;5:20:00;Absent
1016;26.08.2024;34;Male;Annual;Cardio;99;645;16:31:00;Present
1017;29.07.2024;24;Female;Annual;CrossFit;34;205;16:55:00;Present
1018;03.09.2024;46;Female;Annual;Cardio;115;790;5:13:00;Present
1019;03.05.2024;54;Male;Annual;CrossFit;116;1048;19:22:00;Absent
1020;26.12.2024;39;Female;Annual;Yoga;50;329;10:24:00;Present
1021;28.12.2024;29;;Annual;Cardio;47;370;22:22:00;Present
1022;15.02.2024;29;;Annual;HIIT;65;509;11:00:00;Absent
1023;10.03.2024;42;Male;Monthly;CrossFit;94;721;16:09:00;Absent
1024;11.07.2024;45;Male;Quarterly;Cardio;77;645;16:54:00;Absent
1025;14.09.2024;37;;Quarterly;HIIT;57;472;13:05:00;Absent
1026;29.04.2024;35;;Quarterly;Strength Training;104;525;13:10:00;Present
1027;28.12.2024;37;Male;Quarterly;HIIT;29;186;21:53:00;Present
1028;26.03.2024;30;Male;Annual;Cardio;77;448;20:28:00;Present
1029;02.05.2024;30;;Monthly;Yoga;78;425;6:49:00;Present
1030;03.04.2024;19;Female;Annual;Strength Training;113;1008;8:48:00;Present
1031;30.06.2024;23;Female;Quarterly;Strength Training;86;589;9:23:00;Present
1032;21.08.2024;26;Female;Monthly;HIIT;116;684;9:52:00;Present
1033;23.11.2024;29;;Annual;HIIT;91;866;22:11:00;Present
1034;11.07.2024;29;;Quarterly;CrossFit;75;466;13:00:00;Present
1035;23.06.2024;35;;Annual;HIIT;90;713;18:10:00;Present
1036;28.01.2024;22;;Quarterly;Strength Training;104;583;16:51:00;Absent
1037;12.03.2024;45;;Quarterly;CrossFit;51;315;6:22:00;Absent
1038;16.06.2024;55;;Annual;HIIT;48;375;11:49:00;Present
1039;11.03.2024;26;Male;Monthly;CrossFit;88;445;21:51:00;Absent
1040;23.12.2024;18;Female;Annual;Cardio;71;605;13:43:00;Absent
1041;29.07.2024;45;;Annual;Cardio;49;395;22:26:00;Present
1042;25.04.2024;42;;Annual;Yoga;62;329;16:31:00;Present
1043;15.07.2024;44;Female;Annual;Yoga;72;687;14:35:00;Absent
1044;14.08.2024;25;Female;Annual;HIIT;28;265;13:19:00;Present
1045;25.04.2024;21;;Annual;Cardio;83;715;21:23:00;Present
1046;15.06.2024;30;;Quarterly;Strength Training;23;188;16:19:00;Absent
1047;22.09.2024;39;;Annual;Cardio;68;562;20:42:00;Present
1048;29.03.2024;24;Female;Annual;Strength Training;38;236;12:16:00;Present
1049;01.12.2024;35;Female;Quarterly;Strength Training;64;616;8:55:00;Absent
1050;09.02.2024;41;Female;Monthly;HIIT;20;191;19:16:00;Absent
1051;07.10.2024;53;;Annual;Strength Training;63;515;17:34:00;Absent
1052;05.06.2024;54;Male;Quarterly;Strength Training;105;697;13:05:00;Absent
1053;04.11.2024;25;Male;Quarterly;Strength Training;38;218;6:10:00;Present
1054;14.05.2024;31;;Quarterly;Strength Training;115;667;13:06:00;Present
1055;21.07.2024;28;;Annual;Yoga;55;508;15:36:00;Absent
1056;13.08.2024;39;;Monthly;Strength Training;74;637;9:14:00;Absent
1057;06.02.2024;41;Male;Annual;Yoga;28;159;12:24:00;Absent
1058;21.10.2024;22;Female;Monthly;HIIT;44;431;8:30:00;Absent
1059;25.05.2024;26;Female;Quarterly;Cardio;95;883;19:57:00;Present
1060;20.03.2024;18;Female;Quarterly;CrossFit;55;451;20:50:00;Present
1061;26.03.2024;34;Male;Annual;CrossFit;50;345;12:24:00;Present
1062;28.09.2024;30;Female;Quarterly;CrossFit;35;333;5:10:00;Absent
1063;16.08.2024;32;Female;Annual;Cardio;22;115;5:25:00;Absent
1064;27.07.2024;54;Male;Annual;Cardio;81;479;12:14:00;Present
1065;08.03.2024;35;Female;Quarterly;Cardio;41;268;13:06:00;Absent
1066;20.12.2024;41;Male;Annual;Yoga;27;140;10:32:00;Present
1067;26.08.2024;48;;Annual;Yoga;31;293;5:22:00;Present
1068;22.09.2024;55;Female;Quarterly;Yoga;47;342;19:27:00;Absent
1069;04.07.2024;54;Female;Annual;HIIT;78;513;16:42:00;Absent
1070;15.02.2024;24;;Quarterly;CrossFit;35;337;8:47:00;Absent
1071;09.06.2024;34;Female;Annual;CrossFit;24;182;8:54:00;Absent
1072;14.11.2024;37;;Monthly;Strength Training;75;690;18:09:00;Absent
1073;04.07.2024;48;Female;Monthly;HIIT;73;435;13:16:00;Present
1074;02.05.2024;32;Female;Quarterly;Strength Training;50;348;21:08:00;Present
1075;08.11.2024;23;Male;Quarterly;Strength Training;20;143;11:45:00;Present
1076;02.10.2024;24;;Quarterly;CrossFit;37;196;7:27:00;Absent
1077;14.03.2024;31;Female;Annual;Yoga;117;659;20:54:00;Absent
1078;14.01.2024;42;Male;Quarterly;CrossFit;44;351;22:35:00;Absent
1079;20.09.2024;49;Male;Quarterly;CrossFit;20;110;18:30:00;Absent
1080;19.08.2024;28;;Quarterly;Strength Training;78;542;17:40:00;Absent
1081;21.08.2024;45;;Quarterly;Yoga;116;763;13:30:00;Absent
1082;16.05.2024;35;;Quarterly;Strength Training;109;756;17:38:00;Absent
1083;02.06.2024;45;;Annual;Strength Training;56;294;10:02:00;Present
1084;18.03.2024;57;;Annual;Yoga;74;672;9:07:00;Absent
1085;18.11.2024;51;;Quarterly;HIIT;74;391;21:29:00;Absent
1086;09.09.2024;48;Female;Quarterly;CrossFit;106;661;10:34:00;Absent
1087;17.01.2024;32;Male;Annual;CrossFit;113;1039;6:15:00;Absent
1088;23.09.2024;27;;Quarterly;Cardio;92;534;17:03:00;Present
1089;12.10.2024;49;;Quarterly;HIIT;27;228;15:26:00;Present
1090;12.01.2024;30;;Annual;Strength Training;37;190;22:03:00;Present
1091;02.12.2024;50;Female;Monthly;HIIT;114;1042;5:47:00;Present
1092;23.08.2024;31;;Quarterly;HIIT;119;867;15:37:00;Absent
1093;15.11.2024;36;Female;Annual;Strength Training;31;242;12:51:00;Present
1094;15.07.2024;43;;Quarterly;Cardio;34;253;17:03:00;Absent
1095;13.01.2024;38;;Annual;Strength Training;94;891;12:22:00;Present
1096;10.07.2024;48;Female;Quarterly;Strength Training;39;268;10:32:00;Absent
1097;13.11.2024;30;Male;Annual;Strength Training;65;353;6:27:00;Absent
1098;28.08.2024;39;Male;Quarterly;Yoga;118;901;5:16:00;Absent
1099;01.08.2024;27;Female;Quarterly;Strength Training;93;630;9:28:00;Present
1100;01.07.2024;19;;Annual;Strength Training;103;563;10:34:00;Absent
1101;20.07.2024;26;Female;Annual;Cardio;119;1121;20:16:00;Absent
1102;20.02.2024;48;Male;Annual;Cardio;22;168;8:49:00;Absent
1103;11.01.2024;39;Female;Quarterly;Strength Training;32;239;16:48:00;Absent
1104;21.01.2024;18;Female;Annual;Cardio;74;469;12:46:00;Present
1105;28.05.2024;39;Female;Quarterly;CrossFit;80;582;22:15:00;Absent
1106;01.09.2024;22;Female;Quarterly;HIIT;27;192;12:14:00;Absent
1107;30.08.2024;37;Female;Quarterly;HIIT;65;461;8:18:00;Present
1108;13.08.2024;26;Female;Annual;Cardio;114;594;22:15:00;Present
1109;12.10.2024;50;;Quarterly;Strength Training;53;422;21:51:00;Present
1110;16.02.2024;21;Female;Annual;HIIT;53;438;9:37:00;Absent
1111;08.06.2024;45;Female;Quarterly;HIIT;37;204;14:37:00;Present
1112;04.07.2024;39;Male;Quarterly;Cardio;71;412;9:24:00;Absent
1113;10.02.2024;47;Female;Annual;HIIT;32;319;16:39:00;Present
1114;28.04.2024;35;Male;Quarterly;Cardio;40;237;19:41:00;Present
1115;22.02.2024;29;Female;Annual;HIIT;30;282;20:12:00;Present
1116;05.06.2024;23;Male;Monthly;HIIT;79;482;10:19:00;Present
1117;18.12.2024;32;Female;Annual;Strength Training;43;392;14:49:00;Present
